CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0561,Female,0,Yes,Yes,48,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.98,5136.1,Yes
CUST-0562,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.61,2312.05,No
CUST-0563,Male,0,No,Yes,64,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,72.41,4620.34,Yes
CUST-0564,Male,0,No,No,71,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.19,4579.68,Yes
CUST-0565,Female,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),103.53,6746.05,No
CUST-0566,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),38.97,2605.14,No
CUST-0567,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.14,868.32,Yes
CUST-0568,Female,0,Yes,Yes,56,No,No phone service,Fiber optic,No,No,Yes,Yes,Two year,No,Credit card (automatic),96.28,5335.2,No
CUST-0569,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,No,No,Two year,No,Mailed check,95.66,6202.33,No
CUST-0570,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.76,56.97,Yes
CUST-0571,Female,0,No,Yes,65,Yes,Yes,DSL,No,No,Yes,No,One year,Yes,Credit card (automatic),66.82,4288.65,No
CUST-0572,Male,1,No,Yes,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,91.3,4981.5,Yes
CUST-0573,Male,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),86.05,6050.41,No
CUST-0574,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,103.97,299.9,Yes
CUST-0575,Male,0,Yes,Yes,51,No,No phone service,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),97.83,5102.06,No
CUST-0576,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,One year,No,Electronic check,102.54,5778.58,No
CUST-0577,Male,0,No,Yes,53,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,No,Mailed check,68.52,3461.0,No
CUST-0578,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,92.14,531.02,No
CUST-0579,Female,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.25,68.29,Yes
CUST-0580,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,Yes,No,Month-to-month,No,Mailed check,68.51,500.75,Yes
CUST-0581,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,104.21,404.06,Yes
CUST-0582,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.07,87.17,Yes
CUST-0583,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.5,82.79,No
CUST-0584,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,103.48,6944.04,No
CUST-0585,Female,0,No,Yes,8,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,68.41,551.08,Yes
CUST-0586,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),73.63,3793.5,No
CUST-0587,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.96,33.8,Yes
CUST-0588,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,One year,Yes,Mailed check,104.06,5206.0,No
CUST-0589,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Mailed check,99.06,5987.75,No
CUST-0590,Male,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Electronic check,85.84,435.93,No
CUST-0591,Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Credit card (automatic),103.14,7071.19,No
CUST-0592,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.69,1713.37,Yes
CUST-0593,Male,0,No,Yes,10,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.21,662.48,Yes
CUST-0594,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),96.33,4998.49,Yes
CUST-0595,Female,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.99,165.23,Yes
CUST-0596,Female,0,Yes,Yes,9,No,No phone service,DSL,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,64.38,604.71,No
CUST-0597,Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,Two year,No,Mailed check,101.62,294.65,No
CUST-0598,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),85.31,325.62,Yes
CUST-0599,Female,1,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.46,2152.61,No
CUST-0600,Female,0,No,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,One year,No,Electronic check,55.05,3799.38,Yes
CUST-0601,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),93.31,6134.35,Yes
CUST-0602,Female,0,No,Yes,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Mailed check,69.57,797.33,No
CUST-0603,Female,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,100.98,810.49,Yes
CUST-0604,Female,0,No,Yes,51,Yes,Yes,DSL,Yes,No,No,No,One year,Yes,Bank transfer (automatic),73.9,3618.35,No
CUST-0605,Male,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.17,3252.76,No
CUST-0606,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No,No,No,Yes,Two year,Yes,Credit card (automatic),90.09,555.6,No
CUST-0607,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),43.48,292.0,Yes
CUST-0608,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,No,Electronic check,70.51,4842.08,No
CUST-0609,Female,0,No,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,No,Mailed check,66.49,3541.77,No
CUST-0610,Female,0,Yes,No,5,No,No phone service,Fiber optic,No,No,Yes,No,Month-to-month,No,Mailed check,98.91,499.2,Yes
CUST-0611,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Mailed check,103.49,322.47,No
CUST-0612,Female,1,No,No,52,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.25,2075.72,No
CUST-0613,Female,1,Yes,Yes,3,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.37,196.12,Yes
CUST-0614,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.26,569.54,Yes
CUST-0615,Female,0,No,No,9,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,No,Mailed check,55.81,522.49,Yes
CUST-0616,Male,1,No,Yes,1,Yes,No,DSL,No,Yes,Yes,Yes,One year,Yes,Mailed check,62.73,64.7,Yes
CUST-0617,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Mailed check,93.13,6306.36,No
CUST-0618,Female,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.34,5736.22,No
CUST-0619,Male,1,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,Two year,No,Mailed check,85.46,250.95,Yes
CUST-0620,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,87.67,273.24,Yes
CUST-0621,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,98.09,101.83,Yes
CUST-0622,Female,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,101.05,518.25,Yes
CUST-0623,Male,1,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,44.76,45.05,Yes
CUST-0624,Female,1,No,Yes,4,Yes,No phone service,DSL,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),61.93,238.3,Yes
CUST-0625,Male,1,Yes,Yes,60,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),66.99,4032.11,No
CUST-0626,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,103.74,715.8,Yes
CUST-0627,Male,1,Yes,Yes,11,No,No phone service,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.34,1000.15,Yes
CUST-0628,Female,0,Yes,Yes,56,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.35,3984.01,No
CUST-0629,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),40.1,2880.48,No
CUST-0630,Male,0,Yes,Yes,7,Yes,No phone service,DSL,Yes,No,Yes,No,Two year,Yes,Mailed check,56.78,378.17,No
CUST-0631,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,42.22,2263.57,No
CUST-0632,Female,0,No,Yes,68,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),71.26,5058.29,No
CUST-0633,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,85.67,969.61,Yes
CUST-0634,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.82,206.64,Yes
CUST-0635,Female,0,No,Yes,70,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.98,3754.69,No
CUST-0636,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.69,1901.1,No
CUST-0637,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.19,6748.79,Yes
CUST-0638,Male,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.65,1877.68,Yes
CUST-0639,Female,0,Yes,Yes,62,Yes,No phone service,Fiber optic,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,5874.67,Yes
CUST-0640,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,Two year,Yes,Credit card (automatic),103.23,204.36,Yes
CUST-0641,Female,0,Yes,No,69,Yes,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.37,4230.87,No
CUST-0642,Female,0,No,Yes,53,Yes,No phone service,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.91,4609.94,Yes
CUST-0643,Female,0,Yes,Yes,53,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.0,3338.52,No
CUST-0644,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,One year,Yes,Electronic check,65.62,3972.33,No
CUST-0645,Female,1,No,No,8,Yes,Yes,DSL,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),63.16,520.63,Yes
CUST-0646,Male,0,Yes,Yes,66,Yes,No phone service,Fiber optic,No,Yes,No,No,Two year,Yes,Electronic check,90.48,5927.69,No
CUST-0647,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,One year,No,Bank transfer (automatic),87.63,177.62,No
CUST-0648,Male,0,No,No,60,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.38,4435.6,Yes
CUST-0649,Female,1,Yes,Yes,4,Yes,No,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,74.92,299.41,No
CUST-0650,Male,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,91.59,5250.76,No
CUST-0651,Male,1,No,Yes,9,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,62.63,545.07,Yes
CUST-0652,Female,0,Yes,No,5,Yes,No,DSL,No,No,No,No,Two year,No,Credit card (automatic),67.36,319.97,Yes
CUST-0653,Male,1,No,Yes,64,Yes,Yes,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.37,4536.49,No
CUST-0654,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.84,220.94,No
CUST-0655,Female,1,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.1,2351.7,No
CUST-0656,Male,0,Yes,Yes,55,Yes,No phone service,Fiber optic,No,No,No,No,Two year,No,Bank transfer (automatic),96.2,5184.06,No
CUST-0657,Male,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Mailed check,94.01,4823.35,No
CUST-0658,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,97.93,581.6,Yes
CUST-0659,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),104.06,423.49,Yes
CUST-0660,Female,0,No,Yes,70,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.89,6748.55,No
CUST-0661,Female,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),85.8,908.31,Yes
CUST-0662,Male,1,No,Yes,7,Yes,Yes,DSL,No,Yes,No,No,One year,No,Bank transfer (automatic),61.65,431.49,No
CUST-0663,Male,0,No,No,69,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Credit card (automatic),64.41,4371.89,No
CUST-0664,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,Two year,Yes,Electronic check,91.29,536.56,No
CUST-0665,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.0,410.46,Yes
CUST-0666,Male,0,No,Yes,51,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,101.53,5382.69,No
CUST-0667,Female,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,39.63,121.16,No
CUST-0668,Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.79,2326.97,Yes
CUST-0669,Male,0,No,Yes,10,Yes,Yes,DSL,Yes,Yes,No,Yes,One year,Yes,Electronic check,60.45,578.22,No
CUST-0670,Male,0,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,Two year,Yes,Credit card (automatic),102.5,6012.56,No
CUST-0671,Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.33,6639.76,No
CUST-0672,Female,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.24,2270.4,No
CUST-0673,Female,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.68,121.45,Yes
CUST-0674,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.08,267.94,No
CUST-0675,Female,1,Yes,No,4,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),70.79,291.07,Yes
CUST-0676,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Yes,Electronic check,95.65,477.18,No
CUST-0677,Female,0,No,No,69,Yes,No phone service,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.85,4168.92,No
CUST-0678,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Bank transfer (automatic),98.12,559.91,Yes
CUST-0679,Female,0,Yes,Yes,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.83,2130.09,No
CUST-0680,Female,1,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Mailed check,89.19,5857.22,Yes
CUST-0681,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.61,5150.14,No
CUST-0682,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.67,97.6,Yes
CUST-0683,Male,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.39,5521.44,Yes
CUST-0684,Female,1,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,No,Credit card (automatic),102.53,5807.58,Yes
CUST-0685,Male,1,No,Yes,63,No,No phone service,Fiber optic,No,No,Yes,No,One year,Yes,Bank transfer (automatic),103.56,6768.61,Yes
CUST-0686,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.58,37.35,No
CUST-0687,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),40.08,2147.91,No
CUST-0688,Male,0,No,Yes,53,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.79,3496.36,No
CUST-0689,Male,1,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.92,206.06,No
CUST-0690,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,89.1,433.49,Yes
CUST-0691,Female,1,No,Yes,2,Yes,Yes,DSL,Yes,No,No,No,One year,No,Electronic check,62.42,119.83,No
CUST-0692,Female,0,No,Yes,55,Yes,No phone service,DSL,No,No,No,No,Two year,No,Credit card (automatic),67.68,3901.12,No
CUST-0693,Male,0,Yes,Yes,51,Yes,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.36,2765.93,No
CUST-0694,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.45,409.12,No
CUST-0695,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.71,193.33,Yes
CUST-0696,Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,Yes,No,One year,No,Mailed check,92.98,4426.46,No
CUST-0697,Male,0,No,Yes,4,No,No phone service,DSL,No,No,No,Yes,One year,No,Electronic check,63.96,254.96,No
CUST-0698,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),102.03,99.36,Yes
CUST-0699,Female,0,No,Yes,10,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),70.51,718.52,Yes
CUST-0700,Male,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,No,One year,Yes,Mailed check,90.76,6120.99,No
CUST-0701,Female,0,Yes,No,57,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.48,4994.02,No
CUST-0702,Female,1,Yes,Yes,62,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,68.58,4108.37,Yes
CUST-0703,Male,1,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.26,2474.2,No
CUST-0704,Female,1,No,Yes,64,Yes,No phone service,DSL,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),58.24,3610.46,No
CUST-0705,Male,1,No,No,53,Yes,No,Fiber optic,Yes,No,No,Yes,One year,Yes,Electronic check,91.2,4974.77,No
CUST-0706,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),103.0,102.14,Yes
CUST-0707,Female,0,No,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),98.76,5400.64,No
CUST-0708,Female,0,No,Yes,8,No,No phone service,DSL,Yes,Yes,No,No,One year,No,Credit card (automatic),74.72,596.82,No
CUST-0709,Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Month-to-month,No,Mailed check,70.34,3373.11,No
CUST-0710,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.84,84.43,Yes
CUST-0711,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,Yes,Yes,No,Two year,Yes,Electronic check,59.32,115.56,No
CUST-0712,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.43,251.3,Yes
CUST-0713,Male,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.4,1827.33,No
CUST-0714,Female,0,No,No,67,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),68.42,4733.37,Yes
CUST-0715,Female,0,No,No,59,Yes,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.39,3735.72,Yes
CUST-0716,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),91.94,6199.18,No
CUST-0717,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.25,127.37,Yes
CUST-0718,Female,1,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.09,344.15,Yes
CUST-0719,Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.45,4303.76,Yes
CUST-0720,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.19,93.61,Yes
CUST-0721,Female,1,No,No,7,No,No phone service,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.36,416.82,Yes
CUST-0722,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.31,373.57,Yes
CUST-0723,Female,1,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.64,215.12,Yes
CUST-0724,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.2,63.32,No
CUST-0725,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,No,Two year,No,Credit card (automatic),73.86,375.9,No
CUST-0726,Male,0,No,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,No,Mailed check,58.59,4287.7,No
CUST-0727,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,No,Yes,One year,No,Mailed check,68.25,3621.47,No
CUST-0728,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.44,200.16,Yes
CUST-0729,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,Two year,Yes,Electronic check,90.04,6032.4,No
CUST-0730,Female,0,No,Yes,11,Yes,No,DSL,No,Yes,Yes,Yes,One year,Yes,Electronic check,61.5,699.93,No
CUST-0731,Male,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.7,6384.72,No
CUST-0732,Male,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.24,351.12,Yes
CUST-0733,Male,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),91.58,6257.54,No
CUST-0734,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),95.68,380.92,No
CUST-0735,Female,0,No,Yes,6,Yes,No,DSL,No,Yes,Yes,No,Two year,No,Credit card (automatic),56.23,350.15,No
CUST-0736,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.17,224.06,No
CUST-0737,Female,1,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.72,237.13,Yes
CUST-0738,Male,0,No,Yes,70,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.72,4070.34,No
CUST-0739,Male,0,Yes,Yes,64,Yes,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.87,4413.18,No
CUST-0740,Female,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,Two year,No,Electronic check,69.36,204.35,No
CUST-0741,Male,0,No,No,10,Yes,No phone service,DSL,No,No,No,Yes,Month-to-month,No,Credit card (automatic),73.87,730.39,Yes
CUST-0742,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.87,5704.64,Yes
CUST-0743,Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.81,2580.93,No
CUST-0744,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.09,5077.32,Yes
CUST-0745,Male,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.0,220.86,Yes
CUST-0746,Female,1,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,Two year,No,Bank transfer (automatic),104.54,326.7,No
CUST-0747,Male,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,No,Bank transfer (automatic),97.84,6729.45,No
